"","lineage_clusters","umap_1","umap_2"
"114","4",4.21022421807309,8.23229485142129
"115","0",-0.747078084049023,3.85041790592568
"116","4",4.38286883324643,8.64159470188515
"117","3",-4.96932356863955,-3.74398130786521
"118","0",-0.81472971349696,4.10642986881631
"119","1",-3.71483676939944,-3.51811236751182
"120","3",-5.073616676626,-3.4430176676522
"121","0",-3.21562641173343,4.96174316990273
"122","0",-2.25800316840152,5.5556452809562
"123","3",-5.23189299612979,-3.61346263301475
"124","3",-4.8114313414667,-3.73142785441978
"125","2",2.07236940354367,-0.93317801368339
"126","4",4.0535736748602,8.19960671055214
"127","2",1.62101966828366,0.340189927696157
"128","2",4.64051730126401,-0.819561249137949
"129","4",3.43673665017148,8.42880230533974
"130","0",-0.124893122014798,4.01504688846963
"131","3",-4.59410708456973,-2.70931715381248
"132","2",2.50474125832578,-0.145715853692125
"133","0",-0.843068324622906,4.43047648060219
"134","4",4.35896117180844,8.56354981052773
"135","3",-3.59305089026431,-2.68275684726341
"136","0",-1.10133300780991,6.10958223926919
"137","0",-3.196574621496,4.49391489612954
"138","4",3.79895503014585,7.10036926853554
"139","3",-4.29889076262454,-2.53175038707359
"140","2",1.43570906609555,2.24678736317055
"141","0",-3.01664739161471,3.07729893314736
"142","2",1.87401730507871,1.78762524711983
"143","0",-0.111383133230007,3.62031250584023
"144","0",-2.67894809752444,4.41237002003091
"145","4",4.33595091790219,8.36784248936074
"146","3",-4.71857159644107,-3.50405902278526
"147","4",3.33004290551206,8.40410023319619
"148","0",-0.477365367708004,2.99917774784463
"149","4",3.43029171914121,8.4030836163749
"150","0",-0.612552576360501,5.40747671711342
"151","2",3.95887810677549,1.03615265476601
"152","3",-5.06853120833377,-4.04576606166465
"153","3",-4.59796875029544,-3.27205843341453
"154","2",2.56820375412961,1.05810278046029
"155","0",-1.89462368994693,3.0593290864219
"156","3",-5.04786413222293,-3.5798642100106
"157","0",-1.96952950268725,2.30330520260232
"158","4",3.43290907830259,7.10298901188271
"159","1",-4.1584305098627,-3.99763912570579
"160","0",-1.45635547548274,3.51440458881753
"161","0",-1.12399290375153,3.38306241619485
"162","0",-0.257108681497372,4.24855976688759
"163","2",0.898105926218235,1.73055987942116
"164","0",-1.68858527451495,2.65967326748269
"165","1",1.83171278924009,-5.86924762141807
"166","0",-0.0179174473855861,2.50670891392129
"167","4",3.24221045464536,8.32136135685341
"168","3",-4.47759812384585,-3.34163445842369
"169","0",-2.59339051753024,1.61249189960854
"170","4",3.1734958359625,7.78104429829018
"171","0",-0.977333270606793,5.43533497440713
"172","4",2.93462092370053,6.76997023212807
"173","0",-1.82899170428256,3.26665216076272
"174","2",3.67566496819516,-0.84822631490333
"175","2",2.44208843201657,2.99832063305276
"176","0",-0.623021893796719,4.13313799488442
"177","0",0.174936957063877,3.68990784275429
"178","4",4.06370980233213,7.61759501087563
"179","0",-1.32488390117625,3.06002669918435
"180","0",-2.66198175459842,5.58117037403481
"181","4",4.23368842095395,8.42677860844033
"182","0",-1.07286001056174,5.74483566868203
"183","2",4.61334044426938,-0.386139935375284
"184","3",-4.74717777281741,-3.28677315127952
"185","4",3.50225645989438,8.23021965610879
"186","0",-1.44157075196246,3.07327871906655
"187","0",-0.439398818311489,4.95838051426308
"188","1",1.09414631814023,-5.83226985347373
"189","0",-1.30721726327876,4.1841795979728
"190","1",1.42233759850522,-5.48561829936607
"191","1",0.473130292597019,-5.00991410625083
"192","2",1.86175925225278,0.450840139268804
"193","0",-1.78230857163409,3.53594499218361
"194","3",-5.01996272116641,-3.61173433673484
"195","4",4.50740630120298,8.35696297275918
"196","3",-4.11927955656985,-3.98575491321189
"197","3",-5.30632775336245,-3.65863222491844
"198","0",-1.16095512605945,2.5824904977073
"199","0",-0.516598098573483,1.12561231243508
"200","3",-4.83768361121157,-3.12514705073936
"201","4",3.26772171944638,7.20493012058632
"202","0",-1.13695007971229,5.32831221210854
"203","2",3.92412955254575,-0.863189882160257
"204","4",2.58954746216794,7.20891123402016
"205","2",1.35586435288449,-0.606792098404001
"206","3",-4.82514160185794,-3.32037610423667
"207","0",-1.72284602433184,3.07677131283181
"208","2",1.72394139260312,1.81600373375313
"209","4",3.11113173455259,7.54019814121621
"210","4",3.29416901558896,8.14959793674843
"211","0",-3.09386044054965,2.07260709392922
"212","4",3.50905854195615,7.55151730167763
"213","2",1.86519700974485,0.981871300815512
"214","0",-1.74143480568866,4.89158802616494
"215","0",-1.96897839814166,1.91316609966652
"216","4",3.01172358483335,7.41323309528725
"217","4",2.87479741066953,6.63973980533974
"218","0",0.148541159334385,4.80996161091225
"219","2",1.97654778450986,0.409443729995657
"220","4",2.69219715088864,6.93208771335976
"221","0",-2.5761983922098,3.330079847454
"222","0",-1.47390916257838,4.10408335316079
"223","1",4.24071652382871,-0.926596230388712
"224","3",-4.76085966139773,-3.90316051852806
"225","2",1.95467860192319,2.1756175099601
"226","0",-2.25634413271884,2.36671882259743
"227","4",2.56036526650449,7.30674820530312
"228","1",-4.90661328345279,-6.96700448405845
"229","4",2.99933297127744,7.90743761646645
"230","3",-4.91871946364383,-4.07335490596397
"231","0",-1.24366374373177,5.72299604999917
"232","4",1.96981341332456,7.09530144321816
"233","3",-4.20162265807132,-2.85356206309898
"234","1",0.799770660104953,-5.1413819254647
"235","2",3.51034075707456,2.16206961262124
"236","0",-2.41779022723178,2.84677200901406
"237","0",-2.43295090704898,2.84948545086281
"238","0",0.000911063852512051,5.91300469028847
"239","1",1.01908904999753,-5.40332908046348
"240","4",2.19048912018796,7.31992941486733
"241","4",3.47791439980527,8.18887119877236
"242","0",-0.858676486310757,4.59747009861367
"243","0",-0.505653255281246,4.50997906315224
"244","3",-3.91601102858523,-3.17638463389976
"245","2",4.12474209755918,1.55871313202279
"246","2",1.47070271462461,0.321742975591589
"247","3",-2.72738223582248,-2.1634025038491
"248","2",4.64808947533628,2.34962349522011
"249","3",-5.23139803915957,-3.55257243526084
"250","4",3.0599761673834,7.29029398548501
"251","3",-4.06706207304934,-2.98804754626853
"252","0",1.50526458710691,5.9504354535331
"253","3",-4.24813454657534,-3.05761188876731
"254","0",-0.424658232030667,4.60923510181801
"255","0",-2.09880399018267,0.457202547668386
"256","0",-1.86206173211078,2.88631563770669
"257","2",2.1074922749426,1.33441751587288
"258","4",4.20187241524717,7.9060133038749
"259","2",1.10223013848325,2.82880359280007
"260","0",-2.40918283968905,0.461566740154196
"261","0",-0.0713003209207423,5.65461187946694
"262","4",4.14588458031675,8.26385288822548
"263","0",0.274872727098667,3.41034632313149
"264","0",-1.54190375715236,4.86256056415932
"265","0",-1.29752654641608,4.96166782963174
"266","2",0.396511621179783,3.72319107639687
"267","0",-0.321240835485257,3.56574183094399
"268","0",-0.773193114099301,4.55546122181313
"269","0",-1.49742292672137,3.2400067387809
"270","0",-2.40819077998141,1.27826088058846
"271","2",3.28632695168515,2.75861363994973
"272","4",4.27459675759336,7.89266663181679
"273","3",-2.90389400034884,-1.78806561839683
"274","0",-1.4338054290388,3.88364344227212
"275","0",-0.689145349559582,4.25233727085488
"276","0",-1.50917401224116,5.58056336033242
"277","4",4.21250493020078,7.67851477253335
"278","2",1.62379462212583,0.190231138347555
"279","0",-1.85895257502536,0.553936713813711
"280","0",-0.306881480512417,3.78917699444192
"281","2",1.53506667107602,3.04909139263527
"282","3",-4.00635545760135,-3.83450097453697
"283","0",-2.03436004429797,4.24390726673501
"284","0",-0.114787869748867,4.03104000675576
"285","0",-2.77272301226596,0.854969733833242
"286","0",-1.23843257188538,5.65757303821938
"287","2",0.826129860582554,-0.959246045471262
"288","3",-3.10388153105716,-1.85919696700675
"289","0",-0.669415347871579,4.17832356083291
"290","0",-2.7572206786249,4.98812275516884
"291","4",4.2633166977789,8.21337776768105
"292","0",-1.80570381194094,4.96092491733925
"293","0",-2.28955178767184,-0.22813234341247
"294","4",3.75044304818174,8.05029564487832
"295","3",-4.64434736281375,-4.0274788798104
"296","0",-2.04865204602221,0.573571854709555
"297","1",2.22751147240659,-5.37197989833457
"298","4",3.18701416939756,8.15295200931923
"299","0",-0.35553377181033,4.04833059894936
"300","0",-1.36631942599753,3.59946828472512
"301","4",3.30640561074277,7.70736055958169
"302","3",4.0142522522833,8.40946941959755
"303","0",-1.01843170881013,3.72028284656899
"304","4",4.00702578515073,7.78994589435952
"305","0",-0.560113423166073,3.11880307781594
"306","0",-0.107560210523403,6.18258219349282
"307","0",-2.53253298312167,5.17994909870522
"308","2",1.96057040184995,0.872621828197409
"309","3",-4.08019559889773,-2.98275918376548
"310","0",-1.4606364002798,2.01167612659829
"311","1",-4.35511057883242,-7.21058530223472
"312","2",2.38940865487119,-0.341425752760004
"313","2",4.35792309731504,-0.585296636940073
"314","1",-2.78888123541812,-6.01729077708824
"315","0",-0.925380103883541,3.9517691670646
"316","0",-3.13728755026797,4.8009050427665
"317","3",-4.75407975226382,-3.58031911265953
"318","4",4.41478306740781,8.56743317234414
"319","1",-3.45294373541812,-6.88115329158409
"320","4",3.16918904274961,6.31318264591591
"321","4",3.29761702507993,7.21159487354653
"322","3",-2.69200950175265,-1.7212044657479
"323","4",3.63612038582822,7.92490082371132
"324","0",-1.72556292325,3.14014845478432
"325","0",-0.723832958040036,3.97505169498818
"326","0",-1.50247436076144,4.149002843975
"327","4",3.27308279961606,8.38907604801552
"328","0",-1.86402159243563,4.35991078007119
"329","2",-0.664291374978817,0.623353475212027
"330","0",-2.79783838301638,3.9558613835563
"331","3",-5.26527779608706,-4.1581956805001
"332","4",2.83850247353574,7.66832762348549
"333","0",-2.39186077624301,-0.00571557369930657
"334","0",-1.12941225863735,3.74613957989113
"335","2",1.05251032799741,-1.528482860447
"336","0",-2.49031322508792,5.43049030887978
"337","2",2.00377447098752,0.962442332385946
"338","0",-0.792712920007504,4.96373730289834
"339","0",-1.57665183454493,4.45552187549966
"340","4",1.57037646264096,6.04013376819985
"341","4",4.46280104607602,8.56282692539589
"342","4",2.44735962838193,7.39311199772256
"343","0",-0.119658880529202,4.61152248966591
"344","0",-0.593213372525967,6.14289694416421
"345","0",-0.222381584939755,4.3895223675956
"346","0",-2.16130381136874,4.75407772648232
"347","3",-5.18761961966494,-4.089109605671
"348","0",-1.69199620991687,2.90076237308877
"349","1",-2.82446008234958,-7.5274846018563
"350","4",4.26884419411679,8.68227558720009
"351","7",8.09343869179746,0.527891689418722
"352","3",-2.64002388030032,-2.34422892940147
"353","0",-0.153626315889157,5.19669085132973
"354","2",2.5744476982977,0.890252524494101
"355","2",4.47780425042173,1.64640348541634
"356","2",0.585003680887424,0.505836897968222
"357","3",-4.79762523680667,-3.90389866244895
"358","3",-4.74266903906802,-3.81401342761619
"359","4",3.21724421471616,7.06010799991982
"360","0",-0.284761302766598,2.85901480305092
"361","0",-0.108402066526211,3.77153640377419
"362","1",1.57052165955564,-5.32763976466758
"363","1",2.16576582879087,-1.91280264270408
"364","0",-2.19411640673617,0.798282319187094
"365","2",1.72309667557737,0.839704626678396
"366","4",2.97005183190366,7.0019138394584
"367","1",2.13560873955747,-5.13940400493247
"368","2",1.56935245484372,2.67980652439492
"369","2",3.29351527184507,3.05558567631142
"370","0",0.145832724275791,3.33896380054848
"371","3",-5.26312249213199,-4.08173913371665
"372","0",-1.68100505381564,3.75647621738808
"373","4",2.54729968995114,7.23174744236367
"374","4",3.2715445229437,7.89106016743081
"375","4",2.39950186699887,7.17464142429726
"376","0",-1.63739018946627,4.36924486744301
"377","4",4.15871054619809,8.07112675297158
"378","1",-2.22091274767855,-4.74592513454063
"379","3",4.06118399590512,7.70535641300576
"380","3",-5.04335086852053,-4.38527554881675
"381","3",-4.38956373244265,-4.2155105532418
"382","4",4.39395195931455,8.59685402500527
"383","0",-1.7820095947359,4.81191330540078
"384","4",4.28441721886655,7.68211298572915
"385","4",4.29702956170102,7.95824604618447
"386","4",3.82074505776426,7.99099522220986
"387","4",3.06525427788755,7.37730436909096
"388","0",-0.760897480544842,5.09889727222817
"389","0",-0.292330377397335,4.68620901691811
"390","3",-5.16088479071597,-3.58210796725852
"391","0",-1.52089711338023,5.22987776386635
"392","4",3.40119368523618,7.25293379413979
"393","0",-2.56831472426394,2.38208084690468
"394","0",-2.93980615645388,4.34040051090615
"395","2",2.49972731560727,0.961386853336264
"396","0",-2.00785409718493,4.3399036465873
"397","0",-1.40275280981997,3.53126865017312
"398","0",-0.627557330426968,4.62825470554726
"399","0",-3.0353527596567,5.41778832065957
"400","0",-2.35036485701541,5.17620020496743
"401","3",-3.20762889891604,-2.05734271419151
"402","0",-2.86212831049899,3.66857295620339
"403","2",1.27079851120969,1.51652198421853
"404","4",3.28872496575376,8.30010109531777
"405","3",-4.46202915221194,-3.3345143259774
"406","2",2.6476865479376,-1.99913484466178
"407","4",3.350047177973,8.33053284275429
"408","4",3.50759274453183,7.81630116093056
"409","0",-1.59256555944423,2.55195670711892
"410","3",-3.51610963850955,-2.44881219279869
"411","3",-4.95460646658877,-4.3137828768502
"412","0",-1.59445443063716,4.5512974797477
"413","4",2.47710830658933,7.41395025837319
"414","4",2.74670917481443,7.49561434376137
"415","2",2.2467368313696,5.49190979587929
"416","6",11.3547759720709,-2.30287904155357
"417","0",-1.37816324144343,4.25518351185219
"418","2",4.72824580163022,2.78203397381203
"419","0",-1.74556946068744,3.31971364605324
"420","0",-1.39066060691813,4.81673699009316
"421","3",-5.27890627890567,-4.22031659495933
"422","4",2.07136494606992,6.93335228550332
"423","2",2.12786800354978,-0.00364136931402596
"424","0",-0.966821723279751,3.33361654865639
"425","0",0.0566164919759862,4.52283745396035
"426","4",4.40869671792051,8.20921688663857
"427","4",3.25161368340512,6.77381544697182
"428","0",-3.3121170333002,3.44259720432656
"429","0",-2.1870554020975,3.18909125912087
"430","2",1.29088336915036,2.08750730144875
"431","4",3.92166907280942,7.3267782269706
"432","0",-1.51133575349788,3.5335391103019
"433","0",-0.579911642370022,3.99249296772378
"434","4",4.08232314080259,8.32758122074502
"435","0",-3.55170624762515,3.01394277202981
"436","4",4.18484980553647,7.96486454594033
"437","3",-5.19074051886538,-3.38370150935752
"438","3",-5.33317845374087,-3.26127619159324
"439","0",-1.30470428675155,5.57517271625893
"440","4",4.16459280938169,8.1189621030082
"441","3",-4.28877084761599,-3.01753920924766
"442","4",2.74903065651914,7.45281820881264
"443","4",4.10759551018735,7.69866304981606
"444","3",-2.35302966147403,-1.98596555602653
"445","0",-3.12371104269961,4.44001370060341
"446","0",-1.29941131978968,5.98046618091958
"447","2",4.17603594750425,-1.1823485554467
"448","0",-0.620056324300564,3.36909490215676
"449","4",3.3561015793707,7.13990288364785
"450","0",-1.05073180854062,4.64253121006386
"451","0",-1.63992326765994,2.914712244152
"452","2",0.839163965883457,3.70904212582009
"453","3",-4.72573106795291,-3.23687214267356
"454","4",2.70756895035764,6.70081167805092
"455","0",-1.41993921309451,2.66216235744851
"456","2",4.64935404747983,0.0670919879068622
"457","2",3.64933258980771,1.05779331314461
"458","4",4.10248143166562,8.26158600437539
"459","4",2.9913407036688,6.54523068058388
"460","0",-0.700327210721768,3.56586199390786
"461","0",-3.28216331511477,4.22262888538735
"462","4",2.85196787804624,7.34444885837929
"463","2",1.4176364609625,-0.814287728191446
"464","2",3.05550820321103,1.53607683765786
"465","2",3.1537409493353,1.12699680912392
"466","4",4.45196921319028,8.5811956464042
"467","4",3.96281344384214,8.0323560773124
"468","0",-1.25901832490901,4.62758474933999
"469","0",-1.95012580662707,5.42429285633462
"470","2",1.49570710152646,-0.105064636589121
"471","0",0.0268775889303319,1.05848746883767
"472","0",-1.8259052565668,5.50803166019814
"473","4",3.30765206307431,7.28417473423379
"474","2",1.75808960885068,2.3445046483268
"475","4",1.88226277321836,6.59458714115517
"476","2",2.06804782837888,-0.830547279239725
"477","4",3.13702113122007,6.92378407108681
"478","2",3.95448786705991,1.52938585865395
"479","0",-0.599944644269741,3.71732502567666
"480","4",3.25603539437314,7.18021088230507
"481","4",3.32269627541562,8.37871819126504
"482","3",-5.34757464438418,-4.1027552546273
"483","0",-0.323115818795956,5.31211310017007
"484","2",2.29364163369199,3.31826382267373
"485","3",-3.63272994070987,-2.48586243999107
"486","4",3.85787970513364,7.54093390095132
"487","1",0.0461972424413792,-6.29998464000327
"488","1",1.04746157616635,-3.1579367579232
"489","1",-0.436454825696743,-5.16027135264976
"490","4",2.63488370865842,7.13576393711465
"491","4",3.20643383950254,7.12295656788247
"492","4",3.37820870369931,6.91966133701699
"493","4",3.7370248505499,8.32498913395302
"494","0",-0.995578222570217,3.21847611057656
"495","2",1.83876211136838,-1.18414909255607
"496","4",4.28735930413266,8.47888260471718
"497","4",3.29799324959775,7.74478750812905
"498","0",-1.32732314675788,3.18153315174477
"499","4",2.85451943367978,7.08871393787758
"500","1",-3.11626749545077,-6.84296721828086
"501","3",-4.68864863425235,-3.8586716116677
"502","2",1.04563934296628,2.30288463222878
"503","1",-0.796957277354992,-6.3864933909188
"504","1",1.09547097176572,-5.11273354899986
"505","0",-0.517211609182156,5.03416376697915
"506","2",2.33710343331357,2.35372119533913
"507","2",4.47122532815,-0.329950010896753
"508","3",-3.38013046294192,-3.13109130275352
"509","2",1.84767252892514,4.64271145450966
"510","2",1.93046647995969,0.702554458259512
"511","1",-1.74129527121524,-8.09824485194786
"512","3",-4.73923295050601,-3.73927182567222
"513","2",4.43826252907773,-0.0316498433510772
"514","1",2.15305120438596,-5.09300679576499
"515","2",1.32971746415158,2.64394789326089
"516","0",-2.8042840293024,4.99988060581582
"517","2",3.43467337578794,0.0127373947490939
"518","4",3.86032206505796,8.15705090153115
"519","2",3.97973019570371,0.835858815788198
"520","0",-0.998187073168553,2.22484689342873
"521","0",0.216293043794834,3.18264752018349
"522","4",4.24083811730405,8.70787125217812
"523","2",2.61005813569089,-0.429889774442743
"524","0",-2.18728893309573,4.38078289616006
"525","0",-0.894792311486996,1.84048371899026
"526","4",2.16144806832334,6.95835285770791
"527","0",-1.02316351294259,5.72325497257607
"528","2",3.07852465600034,-1.15653509509666
"529","0",-1.84087460547427,2.52094297993081
"530","0",-0.620210104284085,3.14569979298012
"531","2",3.37592322320005,-0.956438189865183
"532","2",4.82399231881162,-0.256743690491747
"533","0",-2.21389823466281,-0.979417508960794
"534","0",-2.16976552515963,3.42338233578103
"535","2",4.36805684060117,-0.395878380657267
"536","4",3.71955639809629,7.23415785419839
"537","4",4.39612061471006,7.99739056217568
"538","0",-2.25157516509036,0.501704329132009
"539","3",-5.18848412543277,-3.64188951861961
"540","1",1.63948423356076,-5.86261720073326
"541","2",3.70620972603818,-0.928760713459086
"542","2",-1.73094504385928,-2.27207154643638
"543","1",-1.11061888992528,-7.90897054088218
"544","2",1.5537231633093,0.799215489505697
"545","2",3.22398478478452,-0.150831392527651
"546","1",-0.914834790525235,-5.20511073482139
"547","3",-3.8817233374689,-2.86728758227928
"548","2",1.37639171570798,1.96802311527627
"549","3",-4.37997429877261,-3.56977314365013
"550","0",-2.31004350691775,-0.306746339918207
"551","2",4.78200728386899,-0.175788751364779
"552","2",3.08855206460019,-1.72021777045829
"553","3",-4.31581657439212,-3.78715199840171
"554","2",4.70761591881772,-0.489186293006968
"555","2",0.108940906229221,-0.112098297597002
"556","3",-2.70884590655307,-2.98595017802818
"557","3",-5.19513361960391,-3.75155133617027
"558","2",4.72787672966977,-0.348260647178721
"559","0",-1.47442989855746,2.89947229015725
"560","2",3.13110501259824,1.72072690117257
"561","2",3.86016613930722,0.130807289360929
"562","2",4.48701865166684,2.22274785625832
"563","3",-4.91699331313113,-3.10187405955894
"564","1",0.3434781500723,-4.93209952724082
"565","0",-0.855474942025936,4.80823689091103
"566","0",-0.357880227861203,3.74357681858437
"567","0",-0.726628058252133,2.77695041286843
"568","2",4.50564724892636,0.387819433092047
"569","0",-2.09826117068271,4.02632074940102
"570","1",0.0650300452139012,-6.26058787715537
"571","3",-4.86486475974063,-3.32080335033042
"572","3",-4.5911628535364,-2.68276233089073
"573","4",3.30059344262143,7.36434774982827
"574","3",-4.53625529318789,-3.98826617610557
"575","4",3.31040484398862,8.28235512363808
"576","4",2.69145233124753,7.17454271900551
"577","1",-4.49802964240054,-6.89751405131919
"578","1",-2.82842152625064,-6.35139483821494
"579","3",-3.88591282874087,-2.82715029132469
"580","0",-3.14089434653262,3.62790232288735
"581","2",4.62348134011289,-0.0998746627281419
"582","0",-2.01550637989978,4.72964506733315
"583","0",-2.90580730944613,4.88103657352822
"584","2",1.24571067780515,0.300469958661962
"585","2",4.21240336388608,-0.181658423067164
"586","0",0.624841875734531,5.54647427189248
"587","2",2.25489003151914,-0.275707742692064
"588","3",-4.36778657942752,-3.20106000316245
"589","3",-4.74409621268252,-2.8523251475106
"590","4",3.77011067360898,8.1802995740165
"591","0",-2.70238976984958,5.46174984562295
"592","0",-1.88874339371661,5.95999270069497
"593","3",-5.08369677573184,-3.71097058665855
"594","0",-1.08163807600478,0.144516163944174
"595","1",-3.03938191443423,-7.59803361308677
"596","4",2.01447445839902,6.38713961231606
"597","3",-3.24401109724978,-2.66634029758079
"598","4",3.70201642006894,7.24254923450844
"599","4",2.63294941872617,7.43909245121377
"600","1",-1.15310958459715,-7.89224833858116
"601","1",-1.76886134654025,-2.84777516734703
"602","3",-3.20385473280886,-2.03892452132804
"603","0",0.417872614565097,5.06031447040932
"604","0",-0.113885932264126,3.4897797642936
"605","6",11.4125781723883,-2.20139641177757
"606","0",-0.609817200002468,5.9116490422477
"607","2",3.24058634728452,-0.856045132995676
"608","2",3.52016264885923,0.407235079883505
"609","0",-1.80678784161548,6.15685825931924
"610","7",8.06115967721006,0.528759771465231
"611","0",-2.60369067698459,1.3945147334327
"612","1",-2.07952665596942,-2.17013544452293
"613","0",-1.80700253754596,2.16210370647805
"614","3",-4.74482100516299,-2.83814281833274
"615","0",0.0194957920934788,2.62127810108559
"616","2",4.36324126214048,2.43109207737343
"617","3",-5.08050363570193,-3.16908282649619
"618","0",-2.77081208735446,2.19183998691933
"619","2",4.73263079613706,-0.445646828533243
"620","0",-0.879894994792736,3.26582031834023
"621","2",1.37548357934018,1.20469802009957
"622","0",-0.888209649023808,3.45492869007485
"623","2",2.93575245827695,-1.80339187991722
"624","1",-4.36158674269656,-6.74951333415611
"625","0",-2.58540599852542,1.63021855938332
"626","6",11.5387330719854,-2.15411419284446
"627","2",3.12448603600522,-1.27052266013725
"628","0",-0.322060995397366,6.26745014774697
"629","1",0.678298539819919,-4.07414407146079
"630","2",3.48894936532041,0.232311957954336
"631","3",-5.36163561850528,-3.66966671359641
"632","3",-4.45130746870974,-3.27081365001304
"633","2",2.19216663331052,2.56389527904885
"634","3",-4.73945611029605,-2.9595291079293
"635","2",0.620207733812534,-1.86339671027763
"636","3",-4.1237613490198,-2.13558835399253
"637","2",2.68509180039426,1.05557971584694
"638","2",1.68280918091794,1.27470057594674
